Toy Story, A story of a boy and his toys that come to life, https://upload.wikimedia.org/wikipedia/en/1/13/Toy_Story.jpg, https://www.youtube.com/watch?v=0q1rxc96m2w
Avatar, A marine on an alien planet, https://upload.wikimedia.org/wikipedia/en/b/b0/Avatar-Teaser-Poster.jpg, https://www.youtube.com/watch?v=a0CDJZu4M5I
Monkey King, A story of the all-powerful Monkey King, https://upload.wikimedia.org/wikipedia/en/1/13/Monkey_King_Hero_is_Back_Chinese_film_poster.jpg, https://www.youtube.com/watch?v=aqovlTzY2_U
Steve Jobs, Life of Apple Inc. co-founder Steve Jobs, https://upload.wikimedia.org/wikipedia/en/a/aa/SteveJobsposter.jpg, https://www.youtube.com/watch?v=aEr6K1bwIVs
School of Rock, a 2003 American musical comedy film, https://upload.wikimedia.org/wikipedia/en/1/11/School_of_Rock_Poster.jpg, https://www.youtube.com/watch?v=XCwy6lW5Ixc
Midnight In Paris, an American 2011 romantic comedy fantasy film, https://upload.wikimedia.org/wikipedia/en/9/9f/Midnight_in_Paris_Poster.jpg, https://www.youtube.com/watch?v=BYRWfS2s2v4
